pr01,pr02,pr03r,pr04r,pr05,pr06,pr07,pr08,pr09,pr10,au01,au02,co01,co02,co03,co04,co05,co06,co07r,co08,co09,co10,au03,au04,au05,ut01,ut02,ut03r,ut04,ut05,ut06,ut07,ut08,ut09,ut10r,ut11,ut12,au06,au07,fa01,fa02r,fa03,fa04,fa05,fa06,fa07r,fa08r,fa09r,fa10,au08,au09,au10,de01,de02,de03,de04r,de05,de06,de07,de08,de09r,de10,de11r,au11,au12,un01,un02,un03,un04,un05,un06r,un07,un08,un09,un10,un11,un12,au13,au14,au15,gt01,gt02,gt03,gt04,gt05,gt06,socnet,vk,fb,tw,in,tt,yt,freqvk,freqfb,freqtw,freqin,freqtt,freqyt,expvk,expfb,exptw,expin,exptt,expyt,dighelp,siri,alice,salut,oleg,alex,mia,mts,ggle,oth,oth_text,expsiri,expalice,expsalut,expoleg,expalex,expmia,expmts,expggle,expoth,expoth_text,selfdrcar,selfdrexp,selfdrsafe,eduai,eduaiexp,age,sex,edulvl1,spec1,edu2,edulvl2,spec2,jobfield,jobpos,city,id
3,3,2,2,2,2,2,3,3,3,0,4,2,2,2,3,3,3,2,2,2,2,3,1,2,3,4,2,3,3,3,3,4,4,3,2,3,5,3,2,4,1,1,2,2,4,3,2,2,1,5,3,3,3,1,3,4,2,2,3,0,2,3,5,0,3,3,4,3,3,1,1,3,2,4,2,3,1,4,2,3,3,3,3,0,2,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,3,-2,-2,3,-2,3,1,1,0,0,0,0,0,0,0,0,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,22,f,specialist,Экономическая безопасность,0,-2,-2,-,-,Красноярск,7DI6uVykBg
1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,2,1,0,1,1,0,2,2,1,5,3,1,4,2,2,3,3,3,2,4,2,1,5,3,4,1,3,3,1,1,3,4,4,3,1,5,0,2,2,3,1,2,1,3,1,3,1,1,3,1,4,2,1,1,2,2,2,2,1,1,0,1,0,0,0,3,-2,2,-2,-2,-2,3,-2,2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,20,m,school,юрист,0,-2,-2,-,-,Москва,nnLZv3c0RC
2,2,3,2,1,3,1,1,1,0,0,4,2,2,3,5,2,3,4,2,3,3,3,1,2,3,3,2,3,0,2,3,2,5,2,3,2,5,3,2,1,1,0,2,1,3,2,2,3,1,5,3,2,0,1,2,3,1,2,3,2,1,4,5,0,4,3,3,3,3,1,2,4,4,3,4,4,1,4,2,3,3,4,2,1,3,1,1,0,1,1,0,1,2,-2,3,3,-2,3,1,-2,2,2,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,36,m,master,Инженер-строитель,0,-2,-2,Строительство,Главный специалист,Москва,5Gp1ImpHd9
3,3,3,3,3,3,3,3,3,3,0,4,3,3,3,2,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,2,2,2,2,3,2,2,2,2,2,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,1,4,2,3,3,3,3,3,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,46,m,bachelor,юрист,0,-2,-2,"Бизнес, торговля",рабочий,Саранск,q5NrRpZbQp
4,3,4,2,4,4,4,4,4,4,0,4,2,2,4,5,3,3,4,2,2,4,3,1,2,4,4,1,4,2,4,4,2,2,1,4,4,5,2,4,3,2,4,4,4,2,1,1,4,1,5,2,2,3,2,4,5,4,2,4,0,2,2,5,0,2,2,0,2,2,4,2,2,1,2,2,2,1,4,2,1,1,2,2,3,1,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,5,-2,-2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,-2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,m,college,Геодезия,0,-2,-2,Строительство,Геодезист,Пермь,H8ydzn5vQy
3,3,1,3,3,3,3,3,3,3,0,4,2,2,2,2,1,3,2,1,2,2,3,1,2,5,4,0,4,4,4,3,4,3,3,3,3,5,3,3,1,2,2,3,3,2,1,1,3,1,5,3,2,2,2,2,4,3,3,2,0,4,2,5,0,2,3,2,2,3,3,2,2,2,2,2,2,1,4,2,1,1,2,3,0,1,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,3,-2,-2,3,-2,3,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,f,specialist,Экономист,0,-2,-2,Графический дизайн,Графический дизайн,Абакан,nahQ4nLJ72
2,1,1,5,2,3,1,2,0,1,0,4,0,4,3,3,2,4,5,4,2,3,3,1,2,4,3,2,5,2,5,3,3,4,3,2,0,5,3,1,5,1,1,0,2,5,5,4,1,1,5,3,0,1,0,5,5,1,3,4,1,1,5,5,0,2,2,2,2,2,4,2,4,2,2,0,2,1,4,2,0,1,2,3,3,4,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,0,-2,-2,3,-2,4,1,0,1,0,0,0,0,0,1,0,-2,-2,2,-2,-2,-2,-2,-2,2,-2,-2,0,-2,-2,1,2,22,m,college,повар,0,-2,-2,продажи,менеджер,Санкт-Петербург,MMghVvwLxv
2,2,3,3,1,2,2,2,3,3,0,4,2,2,3,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,2,2,4,2,3,2,2,5,3,2,3,1,2,2,1,3,3,3,2,1,5,3,4,2,1,3,2,0,2,1,3,1,2,5,0,3,3,3,3,3,3,3,4,3,3,3,3,1,4,2,1,1,2,1,1,2,1,1,0,0,0,0,1,2,-2,-2,-2,-2,3,3,-2,-2,-2,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,31,f,specialist,Психолог,0,-2,-2,транспорт,водитель,Санкт-Петербург,PYzFlBQZhx
3,3,1,2,4,3,2,3,3,2,0,4,3,3,3,3,2,2,3,2,2,2,3,4,2,4,4,0,3,3,3,3,3,2,3,5,2,5,3,3,3,1,2,2,3,2,3,3,3,1,5,3,3,1,3,3,3,4,3,2,3,0,2,5,0,3,2,4,2,2,3,2,3,2,2,2,2,1,4,2,2,1,3,3,3,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,3,-2,-2,3,-2,5,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,29,m,college,Обработка металлов давлением,0,-2,-2,-,-,Магнитогорск,xJtxFlSesn
4,2,1,2,1,4,4,3,3,3,0,4,5,4,4,5,4,4,4,4,4,5,3,1,2,5,5,4,4,3,4,5,4,5,3,4,5,5,3,4,4,0,5,3,3,1,4,4,4,1,5,4,4,4,2,4,4,1,3,4,2,3,4,5,0,4,1,3,1,3,4,1,1,1,1,1,1,1,4,2,1,1,2,1,2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,43,f,college,Торговля,0,-2,-2,Торговля,Товаровед,Нижнекамск,B6K2ad0WQk
3,3,1,2,2,0,4,3,3,3,0,4,2,3,4,4,4,3,5,2,3,2,3,1,2,5,4,0,5,2,3,5,2,4,5,4,5,5,3,3,4,2,1,3,2,3,2,2,3,1,5,3,0,0,2,3,4,2,3,3,0,3,3,5,0,2,0,0,2,0,5,1,3,0,0,1,2,1,4,2,0,0,1,2,0,0,1,1,1,0,1,0,1,2,1,-2,3,-2,2,0,3,-2,1,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,30,f,specialist,Русский язык и литература,1,specialist,Иностранный язык,образование,педагог,Новосибирск,P9Ayn8Uhrm
3,2,2,4,1,4,4,4,3,2,0,4,3,2,2,4,2,2,4,1,3,3,3,1,2,4,4,2,3,4,3,4,4,3,4,3,1,5,3,2,3,1,1,2,3,3,4,4,2,1,5,3,4,3,3,4,3,2,4,4,2,3,2,5,0,3,3,4,2,3,2,2,3,3,3,3,2,1,4,2,3,3,3,3,4,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,4,-2,-2,4,-2,4,1,0,1,1,0,0,0,0,0,0,-2,-2,3,3,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,19,f,bachelor,Материаловедение и технология материалов,0,-2,-2,-,-,Томск,JXlKLx5eSi
3,1,3,3,1,2,2,3,3,1,0,4,2,2,1,4,2,4,5,1,2,2,3,1,2,4,4,2,4,3,4,4,2,3,2,2,2,0,3,0,1,0,0,2,2,4,4,4,1,1,5,3,2,1,1,2,4,1,4,1,1,1,4,5,0,2,2,4,2,2,4,2,2,2,2,1,2,1,4,2,2,2,2,3,3,4,1,1,1,0,0,0,1,2,2,-2,-2,-2,3,3,3,-2,-2,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,21,f,school,Гримёр,0,-2,-2,Развлечения,Фотограф,Москва,3ks3QZaPmx
2,2,2,2,2,2,3,3,2,3,0,4,3,3,3,3,2,2,3,2,3,2,3,1,2,4,3,3,3,3,3,2,3,3,3,2,2,5,3,2,3,3,2,2,2,3,3,4,2,1,3,3,2,2,2,3,4,2,2,2,2,2,4,5,0,3,2,3,3,3,1,2,2,3,2,2,4,1,4,2,2,2,1,3,1,3,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,56,m,college,Электрик,0,-2,-2,Пенсионер,Пенсионер,Киров,xMiZtti24v
2,3,2,3,2,2,3,3,2,2,0,4,3,2,2,4,2,2,3,2,2,2,3,1,3,3,3,2,3,2,2,3,3,2,2,2,2,5,3,2,3,2,2,2,2,3,3,3,2,1,5,3,2,2,2,3,3,2,2,2,3,2,3,5,0,3,2,3,2,2,3,3,2,1,1,3,1,1,4,2,1,1,2,1,1,3,1,1,0,0,0,1,1,1,-2,-2,-2,3,3,3,-2,-2,-2,3,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,42,f,specialist,инженер,0,-2,-2,здравоохранение,экономист,Ряань,zKUc7c91aC
2,1,3,4,0,3,0,2,1,3,0,4,0,1,1,3,0,1,4,2,0,1,3,1,2,4,3,2,1,3,4,3,0,5,3,1,5,5,3,2,3,2,0,1,1,4,4,3,2,1,5,3,1,0,0,1,1,0,2,1,3,0,4,5,0,3,1,2,1,2,4,0,1,1,2,4,3,1,4,2,1,0,0,1,1,1,1,1,1,0,1,0,1,3,2,-2,3,-2,3,0,2,-2,0,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,f,specialist,Социология,0,-2,-2,Фриланс,Фрилансер,Москва,4PS3dGM6uP
4,3,2,2,2,3,3,3,3,3,0,4,3,3,3,3,3,2,4,2,2,3,3,1,2,3,3,2,3,3,3,3,3,3,3,2,3,5,3,2,3,1,2,2,3,2,3,3,2,1,5,3,3,2,3,3,4,2,3,3,1,3,2,5,0,3,3,3,3,3,2,2,3,3,3,2,3,1,4,2,3,3,3,3,3,3,1,1,1,0,1,0,1,2,2,-2,2,-2,2,4,4,-2,4,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,m,bachelor,инженер,0,-2,-2,ЖКХ,Инженер-программист,Чебоксары,jXGRpKtYN0
3,3,3,3,3,3,3,2,3,3,0,4,3,3,3,2,2,3,2,3,2,3,3,1,2,3,3,2,3,2,2,3,3,3,3,3,2,5,3,3,3,3,3,2,2,3,3,2,3,1,5,3,3,4,2,3,4,2,2,3,2,3,5,5,0,3,2,3,3,2,3,3,3,2,1,3,3,1,4,2,2,3,4,3,3,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,24,f,college,Бухгалтер,0,-2,-2,Торговля,Кассир,Санкт-Петербург,X1D8zzWuCf
5,4,0,1,3,5,4,5,5,4,0,4,2,3,4,5,0,3,3,0,2,3,3,1,2,5,5,0,1,5,2,5,3,5,3,5,5,5,3,2,0,0,0,2,4,0,2,3,5,1,5,3,0,2,3,5,5,5,4,5,0,2,2,5,0,5,5,5,5,5,0,3,5,3,5,5,5,1,4,2,0,0,0,0,2,2,1,1,0,0,1,0,1,3,-2,-2,2,-2,3,2,-2,-2,3,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,18,f,college,Системный администратор,0,-2,-2,Самозанятая,Самозанятая,Самара,TpbcYYSWOW
2,2,2,2,3,1,2,2,2,1,0,4,3,2,3,2,4,4,3,3,3,2,3,1,2,3,3,1,3,3,3,3,4,3,4,3,3,5,3,2,3,3,2,1,2,3,3,3,1,2,0,3,3,1,2,2,3,2,3,1,1,3,3,5,0,1,0,2,3,0,5,2,1,1,1,1,0,1,4,2,0,1,1,1,1,3,1,1,1,0,1,1,0,3,0,-2,3,3,-2,3,2,-2,4,4,-2,1,1,1,0,0,0,0,0,1,0,-2,4,3,-2,-2,-2,-2,-2,2,-2,-2,0,-2,-2,0,-2,28,f,bachelor,Техносферная безопасность,0,-2,-2,МЧС России,Радиотелефонист,Кузнецк,XO0csCPs5c
3,3,2,3,3,3,3,3,3,3,0,4,3,3,3,3,3,3,2,2,2,2,3,1,2,3,3,3,2,3,3,3,3,3,3,3,3,5,3,2,2,2,2,3,2,3,2,2,3,1,5,2,1,0,3,4,5,3,3,1,1,3,5,5,0,2,1,2,4,2,4,1,3,0,2,1,2,1,4,2,1,1,1,1,3,1,1,1,1,1,0,0,1,3,0,3,-2,-2,3,2,2,2,-2,-2,2,1,1,1,0,0,0,0,0,0,0,-2,3,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,m,specialist,Инженер,0,-2,-2,Машиностроение,Инженер,Воткинск,qVmGCjFgoW
4,3,1,2,2,4,4,4,4,2,0,4,2,3,4,3,2,2,4,2,2,2,3,1,2,5,5,1,3,5,4,3,4,5,3,2,4,5,3,3,2,2,2,4,4,2,2,2,3,1,5,3,2,4,4,3,5,2,3,4,2,2,2,5,0,3,1,1,2,3,4,1,1,1,1,3,2,1,4,2,1,1,3,3,2,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,0,4,-2,-2,4,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,33,f,specialist,Информатик- экономист,0,-2,-2,Электронная подпись,Менеджер по работе с клиентами,Белгород,MGfL1HbPXm
2,2,2,2,1,3,3,3,3,1,0,4,3,3,4,4,3,4,4,2,3,3,3,1,2,4,3,1,3,4,3,3,4,5,3,2,3,5,3,3,3,1,1,2,2,2,3,3,3,1,5,3,3,2,2,2,3,1,3,2,1,2,2,5,0,2,3,3,3,3,1,2,2,3,3,2,3,1,4,2,4,3,3,3,2,3,1,1,0,0,1,1,1,2,-2,-2,2,2,2,3,-2,-2,3,4,4,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,48,m,bachelor,правовед,0,-2,-2,безопасность,начальник отдела,ростов- на - дону,2C5vqAxJUd
2,2,3,2,3,2,2,3,3,3,0,4,3,2,3,2,3,2,2,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,2,2,2,2,2,2,1,5,3,2,2,3,3,3,2,2,3,2,3,3,5,0,2,2,2,2,2,3,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,62,f,college,торговля,0,-2,-2,-,-,Пенза,aRFd1CjJx3
2,4,4,3,4,5,4,3,3,3,4,4,5,3,5,4,4,3,5,4,3,4,5,3,4,4,3,3,5,5,4,3,4,4,5,4,4,4,5,3,4,3,3,4,4,3,4,3,4,5,3,4,4,2,4,3,3,1,2,3,2,4,4,3,4,3,4,1,3,2,2,3,2,4,2,3,2,1,2,3,2,2,2,2,3,2,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,4,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,4,39,m,bachelor,Профессиональное обучение,0,-2,-2,Образование,преподаватель,Челябинск,ONkg2bUC9V
3,3,2,2,3,3,3,2,3,3,0,4,3,2,2,2,3,2,3,3,2,2,3,1,2,2,2,1,1,3,2,2,2,2,3,2,3,5,3,3,4,2,2,3,2,4,2,2,3,1,5,3,2,3,2,2,3,3,2,3,3,2,3,5,0,3,3,3,3,3,2,2,3,2,3,3,2,3,4,2,2,2,2,2,3,2,1,1,0,0,1,0,1,3,-2,-2,2,-2,3,2,-2,-2,3,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,29,m,bachelor,Проектирование радио,0,-2,-2,Продажи,Продавец,Рыбинск,vfRPyGQCZx
4,3,3,3,3,3,3,3,3,2,0,4,3,3,2,3,3,3,2,3,2,3,3,1,2,3,3,1,3,3,3,3,3,3,2,3,3,5,3,3,3,3,1,3,3,3,3,3,0,1,5,3,3,2,2,3,3,1,2,3,1,3,3,5,0,3,3,3,3,3,3,3,2,3,2,3,3,1,2,2,3,2,3,1,1,3,1,1,0,0,1,1,0,3,-2,-2,3,3,-2,4,-2,-2,4,4,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,33,f,master,Психолог,1,master,Редактор,Искусство,Художник,Москва,j6vgNGJVvh
3,4,3,3,4,3,4,3,4,3,0,4,4,2,2,2,2,2,4,4,2,2,3,1,2,4,3,4,3,4,3,3,4,3,3,3,4,5,3,1,3,3,1,4,4,4,1,1,1,1,5,3,2,2,3,2,4,2,2,2,2,4,2,5,2,1,0,0,0,3,3,0,0,0,3,1,1,1,4,2,0,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,41,m,bachelor,Юриспруденция,0,-2,-2,Охрана,Охранник,Москва,gVHUxt5y74
4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,1,1,3,1,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,4,3,2,2,2,4,3,4,3,2,2,3,3,2,2,4,2,4,2,2,3,3,4,5,3,4,4,3,3,3,3,1,3,2,3,2,3,2,3,2,1,3,1,3,3,3,1,2,1,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,1,-2,-2,-2,-2,-2,2,-2,-2,0,-2,-2,0,-2,32,m,college,Юрист,0,-2,-2,Юрист,Юрист,Воронеж,I3hzGdW8WD
3,3,3,3,3,3,3,3,3,3,5,4,2,3,3,3,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,5,3,3,3,3,2,3,3,3,3,3,3,1,5,3,3,3,2,3,3,3,2,3,2,3,3,5,5,3,3,2,3,3,2,3,3,3,3,3,3,1,4,2,3,3,3,2,3,1,1,1,1,0,1,0,0,3,1,-2,3,-2,-2,2,2,-2,2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,f,specialist,эколог,0,-2,-2,бухгалтерия,бухгалтер,москва,X5xcxJ7jXT
3,3,3,3,2,3,3,3,3,3,0,4,2,2,3,3,3,3,2,2,2,2,3,1,2,3,3,2,2,3,3,3,3,3,3,2,2,5,3,1,4,1,2,1,2,4,3,4,1,1,5,3,3,2,1,4,1,1,3,3,4,1,4,5,0,2,3,2,1,3,2,2,3,1,2,3,2,1,4,2,2,1,2,1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,25,f,bachelor,Юриспруденция,0,-2,-2,-,-,Москва,ySeMlxd4vL
1,3,3,1,2,2,1,2,4,0,0,4,1,2,1,3,2,3,3,2,1,2,3,1,2,1,1,4,2,2,3,3,2,1,2,3,1,5,3,4,2,2,3,1,3,3,2,1,2,1,3,2,2,2,2,2,3,3,4,3,1,2,3,5,0,2,3,1,3,1,2,2,1,1,2,2,2,1,4,2,2,2,2,2,1,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,29,m,specialist,компьютерная инженерия,0,-2,-2,университет,инженер,донецк,AWxfhpLg8i
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,1,1,0,0,0,1,0,3,-2,-2,-2,3,-2,4,-2,-2,-2,4,-2,1,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,-2,0,-2,33,m,school,Техник технолог,0,-2,-2,-,-,Москва,uzVDXBp4Eb
