pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt_score,gt01,gt02,gt03,gt04,gt05,gt06,age,sex,edulvl1,e_dighelp,PR,CO,UT,FA,DE,UN,TAIA,GT
2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,2,1,3,1,1,2,1,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,1,1,3,1,2,1,1,2,1,1,1,1,1.3333333333333333,1,1,2,1,2,1,60,m,specialist,NA,22,25,29,18,19,16,129,1.3333333333333333
2,2,3,2,2,2,1,3,3,2,3,2,3,3,3,4,0,2,2,3,3,3,3,1,3,3,2,3,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2,2,3,1,3,3,3,2,2,3,2,3,3,3,3,2,2,3,2,2,3,3,2,3,3,3,4,3,52,f,specialist,NA,22,25,28,21,24,31,151,3
2,3,1,2,3,2,3,3,2,2,2,3,3,2,3,3,2,5,2,3,4,3,3,4,3,2,2,3,0,3,3,4,3,3,2,2,3,2,3,1,1,4,2,2,3,2,2,2,3,3,1,3,3,2,0,3,2,3,4,3,5,0,4,4,3,2.1666666666666665,2,1,3,2,2,3,37,m,specialist,NA,23,26,31,24,24,33,161,2.1666666666666665
4,3,4,4,3,3,3,4,3,4,4,4,3,5,4,4,1,1,2,3,5,4,4,4,4,3,3,4,3,3,2,4,3,3,2,1,3,4,2,2,2,4,3,2,2,2,4,2,3,4,4,3,2,4,4,4,4,5,4,3,4,4,3,4,4,2.5,1,3,3,2,3,3,29,m,college,NA,35,30,40,26,29,47,207,2.5
2,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,2,2,2,3,2,34,m,specialist,3,26,22,31,25,30,34,168,2
3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,2,2,2,3,3,3,2,3,2,2,3,3,2,3,3,3,4,3,3,3,3,3,2,3,3,3,2,1,2,2,2,4,1,30,f,bachelor,4,26,27,29,25,27,36,170,2
3,2,3,3,2,4,3,3,4,2,2,3,3,3,2,2,1,2,2,3,4,4,3,3,3,4,3,4,4,1,2,3,2,1,1,1,1,3,0,1,1,2,3,3,3,1,2,2,3,3,2,3,3,2,1,3,1,2,2,2,1,1,1,2,2,2.3333333333333335,1,3,2,3,2,3,44,f,specialist,3,29,22,37,13,27,20,148,2.3333333333333335
3,3,3,3,4,2,4,3,4,3,3,3,3,4,3,3,2,2,2,3,5,4,5,1,4,3,3,4,4,3,5,4,3,2,2,2,3,3,3,3,2,2,3,4,3,1,5,5,3,3,5,3,4,4,4,3,4,4,3,3,4,3,4,4,4,1.6666666666666667,1,1,2,2,1,3,38,f,specialist,4,32,26,42,25,38,44,207,1.6666666666666667
3,2,3,3,3,3,2,1,2,2,0,2,2,3,0,2,0,2,1,2,4,3,3,4,4,3,5,4,2,3,2,4,3,4,0,4,3,2,2,3,3,4,3,0,2,3,2,3,2,0,1,3,2,2,2,2,2,1,1,2,2,1,3,3,2,0.8333333333333334,0,0,0,2,3,0,31,f,specialist,NA,24,14,38,28,18,23,145,0.8333333333333334
1,2,1,1,1,3,0,3,2,2,1,3,1,2,3,3,2,3,2,2,1,1,1,2,1,2,3,3,0,2,0,1,0,4,2,1,1,0,1,2,1,1,3,1,1,1,3,2,2,2,3,1,2,2,2,3,2,3,2,1,3,2,2,3,2,3.1666666666666665,2,3,3,3,4,4,38,m,college,NA,16,20,15,13,20,27,111,3.1666666666666665
0,1,3,4,1,0,1,0,1,1,0,1,4,2,0,0,5,5,0,2,3,3,3,1,4,1,2,2,5,0,2,1,0,3,0,0,0,1,0,4,0,0,1,0,0,5,2,0,2,0,0,0,5,2,0,1,1,1,1,0,2,1,1,1,1,1.6666666666666667,1,1,1,1,3,3,30,m,bachelor,NA,12,14,27,8,10,12,83,1.6666666666666667
4,3,4,3,4,3,3,3,3,3,3,3,4,4,2,2,2,1,2,2,5,4,5,4,5,4,3,3,3,2,4,3,4,3,1,1,4,4,4,3,4,4,3,3,2,1,4,4,4,2,3,4,4,3,3,3,3,3,2,2,3,3,2,3,3,2.6666666666666665,3,3,3,2,2,3,31,m,bachelor,NA,33,23,43,32,33,33,197,2.6666666666666665
3,2,4,4,0,5,0,2,4,0,3,2,2,4,3,2,4,1,3,0,5,4,5,4,3,5,5,4,1,4,2,3,2,1,0,0,2,3,3,2,5,3,4,2,2,2,3,2,1,0,3,0,4,0,0,3,4,0,1,0,0,0,0,0,3,2,0,2,3,1,3,3,40,f,specialist,NA,24,20,41,21,21,11,138,2
3,3,4,3,2,4,3,4,3,4,3,3,3,4,2,2,3,2,2,1,5,4,4,1,5,4,4,4,4,2,3,5,3,2,1,1,3,2,3,2,1,2,3,3,1,2,3,2,3,2,4,2,1,4,2,3,3,3,2,2,3,2,2,3,2,2.6666666666666665,2,3,3,3,2,3,38,f,specialist,4,33,22,43,20,24,31,173,2.6666666666666665
5,2,2,2,0,2,3,3,5,3,5,3,3,5,5,3,0,1,1,2,0,0,5,4,0,0,0,0,3,1,4,5,2,2,2,1,4,5,3,5,2,4,5,4,1,3,4,1,3,4,4,1,1,4,3,4,3,4,1,3,3,3,3,3,3,2.3333333333333335,2,1,3,3,2,3,31,f,college,4,27,28,21,30,28,37,171,2.3333333333333335
2,2,3,2,2,2,2,2,2,2,3,2,3,4,3,2,2,2,3,2,4,5,4,3,3,5,4,5,5,3,3,4,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,1,2,2,2,2,3,2,2,2,1,2,2,1.1666666666666667,1,1,1,1,1,2,54,f,specialist,3,21,24,45,24,22,23,159,1.1666666666666667
1,3,4,1,1,1,3,4,3,3,2,2,4,4,1,3,2,1,1,1,2,2,1,1,1,3,3,2,2,2,1,3,2,3,3,1,1,1,2,2,2,3,2,2,1,2,4,0,2,1,4,2,0,2,1,3,1,3,0,3,2,3,1,3,2,2.8333333333333335,3,3,3,3,2,3,56,f,specialist,NA,24,19,21,20,18,24,126,2.8333333333333335
2,2,3,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,2,4,4,4,1,4,3,3,3,3,4,1,1,2,3,3,2,3,3,2,2,3,3,3,4,2,2,4,4,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,0.6666666666666666,1,1,1,1,0,0,25,m,college,4,22,22,31,26,30,26,157,0.6666666666666666
3,4,2,4,3,3,3,3,3,4,3,3,3,4,3,3,2,1,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,2,1,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,50,f,college,3,32,26,33,24,32,37,184,3
2,3,3,4,0,3,3,3,3,4,2,2,4,5,0,1,1,0,0,1,3,3,3,3,0,3,1,3,4,1,0,0,3,3,1,2,2,1,1,1,3,2,3,1,0,1,3,1,3,2,2,0,3,3,4,1,2,4,2,2,3,1,1,3,3,2.1666666666666665,3,3,2,3,1,1,39,m,master,3,28,15,23,19,18,29,132,2.1666666666666665
3,4,3,4,5,4,2,3,4,2,3,3,4,3,2,1,2,1,2,1,4,4,4,5,2,3,2,4,5,1,4,4,4,4,0,1,4,4,4,4,4,5,3,2,2,0,4,3,3,3,4,2,3,3,2,3,3,3,2,2,3,2,2,3,2,1.8333333333333333,1,1,2,3,2,2,41,f,college,4,34,20,41,34,29,30,188,1.8333333333333333
2,2,3,2,1,3,1,3,3,2,2,2,2,2,3,3,2,2,2,2,4,3,3,3,4,4,2,3,3,1,2,4,3,1,1,2,3,3,3,2,3,2,2,2,1,2,4,2,3,3,3,3,1,3,3,4,3,3,3,2,3,3,2,2,3,2.1666666666666665,1,2,3,2,3,2,36,m,specialist,3,22,20,35,23,24,34,158,2.1666666666666665
3,2,3,3,2,1,5,4,3,2,2,1,3,3,2,3,3,1,1,2,3,4,4,3,2,3,4,5,5,1,4,3,3,4,3,1,3,2,4,3,4,4,3,3,4,3,5,5,4,3,5,2,3,3,2,1,3,4,1,0,4,1,1,1,4,2.3333333333333335,1,2,1,3,4,3,20,m,bachelor,4.5,28,18,40,31,37,25,179,2.3333333333333335
3,2,3,3,2,2,4,4,4,3,3,1,3,3,3,3,2,4,4,2,3,3,4,4,3,4,1,3,4,3,3,3,5,1,3,5,5,3,1,1,0,1,3,3,5,4,3,3,3,3,5,5,0,2,3,3,3,4,3,2,2,3,2,3,2,2,2,2,2,3,1,2,20,m,college,NA,30,26,35,25,33,32,181,2
3,3,3,3,5,3,3,3,4,3,2,2,4,3,2,2,2,2,2,3,5,5,5,5,5,5,3,4,5,2,5,5,3,3,2,2,3,3,3,3,3,3,4,2,3,2,5,5,4,4,5,4,4,3,2,3,2,3,2,2,3,3,2,3,3,2.6666666666666665,3,3,3,2,2,3,26,f,bachelor,5,33,22,52,28,40,31,206,2.6666666666666665
4,4,4,1,2,5,5,4,5,4,3,4,3,5,4,4,2,4,4,3,5,4,3,4,3,4,5,5,2,1,3,4,3,1,2,2,4,3,3,3,2,4,4,4,4,1,4,2,4,4,4,3,4,4,4,4,4,5,3,4,4,4,5,4,5,3.1666666666666665,3,4,3,3,3,3,34,m,college,4.5,38,34,42,27,37,50,228,3.1666666666666665
3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,3,2,2,2,2,4,1,3,2,2,2,2,2,2,3,3,1,2,2,3,2,1,3,3,3,2,3,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,2.1666666666666665,2,2,2,2,3,2,29,m,bachelor,NA,29,21,25,23,24,33,155,2.1666666666666665
2,3,3,3,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,1,3,2,4,3,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,4,2,2,2,3,2,1,3,1,3,3,3,1,1,1,1,3,1,3,2.1666666666666665,2,2,2,2,3,2,40,m,specialist,NA,23,17,24,12,20,24,120,2.1666666666666665
3,2,2,3,1,2,2,4,3,4,2,2,3,2,2,0,2,2,2,3,2,2,3,3,1,3,2,3,3,1,3,3,4,3,1,1,3,3,3,4,3,4,3,2,2,2,4,2,3,3,3,2,1,3,0,0,0,3,0,0,4,2,2,2,2,1.6666666666666667,1,1,1,3,3,1,30,f,specialist,3,26,18,28,29,25,18,144,1.6666666666666667
2,3,2,3,0,2,2,3,3,2,2,0,2,0,0,2,1,1,0,2,4,1,4,2,4,3,1,3,3,4,2,2,1,2,0,0,0,0,1,2,1,1,0,0,2,3,5,0,4,2,4,2,0,3,3,5,1,4,1,3,3,0,3,3,3,0.3333333333333333,0,0,0,0,1,1,32,f,specialist,NA,22,9,29,8,19,32,119,0.3333333333333333
3,2,3,3,1,2,2,3,3,3,3,3,2,5,3,3,0,2,2,2,5,3,3,4,5,3,4,4,4,2,1,4,3,3,0,0,2,2,2,2,1,5,4,2,1,1,3,0,3,1,4,2,0,3,2,0,3,3,2,0,3,0,0,3,3,1.8333333333333333,0,1,2,1,3,4,29,m,specialist,4,25,25,40,20,20,22,152,1.8333333333333333
1,0,2,4,4,3,0,4,2,3,2,4,1,4,3,3,0,2,3,3,4,3,4,2,4,2,4,4,3,1,3,1,4,4,4,4,3,4,1,2,3,3,1,1,0,2,3,1,0,1,3,1,4,1,1,4,1,1,2,0,0,0,1,0,1,1.3333333333333333,1,0,0,2,2,3,27,m,bachelor,NA,23,25,34,32,15,12,141,1.3333333333333333
4,3,3,4,4,3,4,3,3,3,4,2,3,4,2,2,2,2,2,4,4,4,4,3,2,4,2,3,3,2,4,4,3,3,2,2,3,4,4,2,3,3,3,4,4,2,4,4,2,3,4,2,3,3,3,3,2,3,2,2,3,3,2,3,4,1.5,1,1,1,2,1,3,21,m,college,3,34,25,37,29,33,33,191,1.5
2,2,3,3,1,3,3,4,3,2,2,1,3,4,1,1,1,1,1,1,3,4,3,3,3,4,4,4,5,1,1,4,3,4,1,1,1,2,2,4,4,3,3,2,1,2,5,1,3,3,5,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2.3333333333333335,2,3,3,1,2,3,40,m,college,4,26,15,38,25,27,16,147,2.3333333333333335
3,3,3,3,2,4,4,3,4,4,3,2,4,5,2,1,3,1,2,2,5,4,4,4,5,4,5,5,4,2,1,5,2,1,1,2,2,3,3,3,1,2,4,4,4,2,4,1,3,2,4,2,3,4,3,4,3,3,3,1,4,1,3,4,4,2.8333333333333335,3,3,2,3,3,3,50,f,college,3,33,22,46,20,31,37,189,2.8333333333333335
3,1,3,5,2,3,4,4,4,3,1,1,4,3,4,1,1,1,1,1,5,4,5,4,2,4,4,5,3,3,4,4,4,4,1,1,4,3,4,1,4,3,4,3,2,1,4,4,4,4,4,3,1,4,4,3,3,4,4,5,4,1,0,3,3,2.3333333333333335,2,2,3,1,3,3,21,m,specialist,3.5,32,17,44,29,33,38,193,2.3333333333333335
1,2,3,3,2,2,3,3,1,2,1,1,2,1,1,1,3,2,1,2,4,3,2,3,2,3,4,4,3,3,3,3,3,3,2,1,1,2,4,3,2,2,1,2,3,3,2,2,2,1,3,2,4,3,3,3,3,2,1,2,3,4,3,3,3,1.8333333333333333,2,2,2,1,2,2,44,m,postgrad,NA,22,12,34,23,22,33,146,1.8333333333333333
3,2,3,2,3,3,2,3,4,3,4,2,1,4,3,3,3,1,2,4,5,5,5,1,5,4,2,5,5,2,5,5,3,4,1,2,3,1,4,3,3,5,3,2,2,1,5,3,3,4,5,3,5,4,1,2,2,3,3,1,2,5,2,3,4,2.5,3,3,3,2,1,3,34,m,school,2,28,24,47,29,35,32,195,2.5
4,4,1,1,4,4,4,4,4,4,4,3,4,4,4,4,1,2,2,4,3,3,3,2,3,3,3,2,3,2,3,3,4,1,4,4,4,4,1,1,1,4,4,4,4,1,5,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,19,f,college,NA,34,31,31,28,38,47,209,1
2,4,2,5,1,2,1,4,4,4,0,4,4,5,1,4,0,2,2,3,5,3,3,3,3,0,1,4,0,0,2,1,3,3,2,1,3,2,2,5,4,4,4,2,2,1,3,0,1,1,4,0,1,2,1,4,1,2,1,0,4,0,0,0,0,0.5,0,1,0,0,0,2,42,m,bachelor,4,29,25,25,29,18,15,141,0.5
4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,3,1,2,3,3,5,4,3,4,3,4,5,4,3,3,3,3,2,2,2,3,2,4,1,1,2,3,3,4,3,2,5,3,4,4,3,4,3,2,4,4,3,4,3,2,4,3,3,3,4,1.5,2,2,2,1,1,1,39,f,specialist,3,38,28,41,22,36,39,204,1.5
2,2,3,2,0,3,2,2,0,3,2,2,2,3,2,1,1,4,2,2,4,2,2,2,1,3,2,2,2,1,1,2,2,1,0,0,2,2,3,1,1,2,0,2,0,1,4,1,4,0,4,2,4,1,0,3,0,0,1,0,0,0,0,0,0,0.5,0,0,3,0,0,0,37,f,college,NA,19,20,23,14,21,5,102,0.5
4,3,4,4,2,3,2,4,4,4,3,4,4,5,1,1,1,1,1,4,5,5,5,4,4,4,5,4,4,5,4,4,3,1,0,0,3,3,1,0,0,0,5,1,2,0,5,1,3,3,5,1,3,5,3,5,3,3,5,3,5,3,0,3,5,2.6666666666666665,3,3,3,3,1,3,44,m,specialist,4,34,24,48,11,29,43,189,2.6666666666666665
3,4,3,3,3,4,3,4,3,3,2,3,3,4,3,3,0,2,3,4,4,4,3,3,4,4,3,4,3,1,4,4,2,1,2,1,1,3,2,2,2,2,3,2,2,1,5,3,4,3,4,2,1,3,2,3,3,3,1,1,2,2,1,2,3,1.3333333333333333,1,0,1,2,1,3,21,m,bachelor,NA,33,27,40,18,29,26,173,1.3333333333333333
3,2,3,2,2,3,2,3,4,3,2,2,3,4,2,3,3,2,2,3,4,4,4,4,3,3,4,4,4,3,3,4,3,2,1,2,3,3,2,2,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1.6666666666666667,1,2,1,1,2,3,34,f,specialist,4,27,23,41,24,27,34,176,1.6666666666666667
2,4,2,3,3,3,4,3,5,2,2,3,3,5,2,3,1,2,2,1,4,4,5,5,2,4,3,5,5,2,3,2,4,4,0,1,4,0,3,5,3,5,4,3,2,0,5,3,3,4,4,2,3,3,2,4,1,3,1,1,3,2,1,2,1,0.8333333333333334,0,1,1,0,1,2,47,m,school,3,31,23,42,29,33,24,182,0.8333333333333334
4,4,1,1,0,4,5,5,0,4,5,3,3,2,3,2,0,5,2,5,5,5,0,3,5,5,5,5,3,0,3,5,2,2,5,3,3,2,2,0,3,5,5,0,3,0,5,0,0,0,2,5,5,4,4,2,4,2,3,1,4,2,2,4,2,1.3333333333333333,2,2,1,1,0,2,26,f,college,3,28,30,44,27,25,34,188,1.3333333333333333
3,4,4,4,3,4,3,3,2,3,2,2,3,5,2,1,2,1,2,2,5,5,5,5,3,4,2,3,4,0,5,3,3,1,2,1,3,3,2,1,2,3,1,4,3,1,5,4,4,3,5,3,0,3,3,5,4,4,1,3,3,3,1,4,4,2.5,2,2,2,2,4,3,25,f,bachelor,NA,33,20,44,21,32,38,188,2.5
4,1,4,1,0,4,2,3,3,4,2,1,4,4,2,3,0,0,1,3,4,5,5,4,4,5,5,5,4,2,2,5,3,2,1,0,2,3,4,1,2,2,4,1,2,0,5,2,2,4,4,0,1,3,2,3,1,3,1,1,4,2,1,2,1,2.6666666666666665,3,2,4,0,3,4,30,m,college,4,26,20,48,20,25,24,163,2.6666666666666665
3,4,5,4,3,4,4,4,3,3,5,5,5,5,4,4,0,3,5,4,5,5,5,4,5,4,4,5,5,3,4,5,4,3,1,2,4,3,4,4,4,4,2,3,2,1,5,3,3,4,5,3,0,3,4,4,3,3,2,4,3,4,2,2,4,2.8333333333333335,3,3,2,3,3,3,41,m,master,3.6666666666666665,37,40,51,33,30,38,229,2.8333333333333335
3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,1.8333333333333333,2,2,2,2,1,2,48,f,bachelor,NA,28,27,33,26,29,26,169,1.8333333333333333
2,3,3,3,2,2,1,3,3,4,3,3,3,5,1,1,3,2,2,3,4,4,4,4,1,2,4,3,2,3,2,1,2,0,1,1,2,2,2,1,1,2,2,3,2,2,5,1,2,2,4,2,3,2,2,2,2,4,2,1,2,1,2,3,3,1.8333333333333333,1,2,3,1,1,3,27,f,school,2,26,23,31,14,26,26,146,1.8333333333333333
3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,2,4,3,2,4,3,3,3,3,3,3,3,3,2,3,3,3,1,1,4,3,3,3,2,2,2,3,3,1,1,1,1,3,4,2,1,2,4,4,3,3,3,2,1,3,1,3,3,3,1.8333333333333333,0,1,2,1,3,4,50,m,college,3.25,33,28,34,24,21,33,173,1.8333333333333333
3,3,2,2,2,3,2,3,2,3,2,3,2,3,3,3,2,3,2,2,4,4,3,4,4,4,4,4,4,4,2,4,3,3,2,3,4,3,1,2,3,3,3,1,1,2,2,2,4,3,2,3,3,3,3,2,3,3,2,3,2,3,2,3,3,2,2,2,2,2,2,2,24,f,bachelor,3,25,23,41,27,24,32,172,2
0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,5,5,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49,m,master,2.5,10,15,5,20,10,5,65,0
4,4,2,3,0,3,2,1,4,4,3,1,1,3,2,2,4,1,1,1,4,4,4,1,1,4,5,4,4,0,5,4,2,0,1,0,2,1,1,1,4,2,2,2,2,4,2,1,0,2,3,1,2,4,2,4,3,1,3,2,2,1,1,1,2,1,1,1,0,1,2,1,27,m,college,NA,27,15,40,14,17,26,139,1
4,3,4,4,3,5,5,4,4,4,4,3,3,4,3,4,1,3,4,4,5,5,5,1,4,4,5,4,4,3,4,4,3,0,1,3,2,3,3,1,1,3,3,1,1,1,3,1,3,2,3,1,1,4,3,4,3,3,3,2,3,3,2,3,3,3.5,2,3,4,4,4,4,50,f,college,4,40,32,45,20,19,36,192,3.5
3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,3,2,2,2,2,3,3,3,4,2,2,4,2,2,3,3,3,0,3,2,3,3,2,2,3,3,2,1,3,3,3,2,3,4,3,3,3,24,f,college,4,27,24,30,25,26,30,162,3
4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,3,2,3,3,3,3,1,1,2,1,4,4,4,1,4,4,4,3,2,4,1,4,4,4,4,3,1,4,4,4,4,4,4,3,3,3,3,3,2,4,44,m,college,3,31,36,42,22,34,44,209,3
3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,4,3,3,3,2,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,2,2,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2.5,3,3,3,2,3,1,34,f,specialist,NA,28,27,31,25,27,35,173,2.5
4,2,3,3,2,1,3,3,4,2,3,3,2,4,2,3,1,2,2,1,4,3,3,4,4,3,3,3,3,3,2,3,3,4,2,1,3,3,3,3,3,4,3,2,3,2,3,2,0,3,3,3,3,2,1,1,1,2,2,1,1,1,1,1,1,2.8333333333333335,2,3,3,2,4,3,29,f,specialist,4,27,22,35,29,25,15,153,2.8333333333333335
4,1,2,3,1,4,3,3,2,3,2,3,3,3,2,3,0,1,3,3,5,4,4,1,2,4,4,4,5,3,4,4,2,3,1,1,3,2,2,3,2,2,3,3,3,2,5,2,3,2,5,2,4,3,3,4,2,4,2,1,4,3,1,3,3,1.1666666666666667,1,1,1,0,2,2,35,f,school,3,26,23,41,21,32,33,176,1.1666666666666667
3,4,3,4,3,4,3,3,3,3,3,4,2,4,3,3,0,3,2,4,5,4,3,3,5,4,3,4,5,2,2,4,1,1,1,1,2,1,3,2,2,3,3,2,3,1,5,4,4,3,5,2,1,3,3,4,3,4,3,3,4,1,3,3,4,3,3,3,3,3,2,4,33,m,school,3,33,28,42,17,32,38,190,3
3,1,3,1,1,4,1,3,3,4,2,3,3,4,0,5,0,1,0,1,5,4,4,2,4,5,1,4,4,0,1,3,2,1,0,1,3,3,1,1,1,2,3,1,0,1,4,2,3,1,3,1,1,1,1,3,1,1,1,0,0,3,0,2,3,1.6666666666666667,1,0,2,3,1,3,31,m,specialist,NA,24,19,37,15,19,16,130,1.6666666666666667
3,3,4,3,4,3,2,3,3,2,3,3,3,3,2,2,2,2,2,2,4,4,5,3,3,3,3,3,2,2,5,2,3,2,1,2,2,3,3,2,2,3,3,1,3,2,3,4,3,2,2,0,3,3,2,4,2,2,2,2,3,2,2,2,2,2.5,2,1,3,3,3,3,29,m,college,NA,30,22,37,23,24,28,164,2.5
2,2,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3,2,4,3,2,3,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,4,2,2,2,3,2,1,3,2,3,3,3,4,2,2,3,2,2,4,2,2,2,1,3,1,3,56,m,college,3,25,23,30,20,22,33,153,2
2,2,3,3,3,1,2,2,2,1,3,2,3,2,4,4,2,3,3,2,3,3,4,3,3,3,3,4,3,1,3,3,2,2,3,2,1,2,2,2,2,1,3,1,2,3,3,2,3,1,4,3,2,1,0,2,3,0,0,2,1,1,1,1,0,1.1666666666666667,0,1,1,1,1,3,28,f,bachelor,3,21,26,35,19,24,12,137,1.1666666666666667
3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,4,1,3,3,3,3,3,2,4,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,2,2,4,2,2,2,2,2,2,1,1,2,2.5,2,2,3,3,3,2,29,m,bachelor,NA,29,24,33,28,25,24,163,2.5
2,3,2,3,2,2,3,2,3,2,3,3,3,2,2,3,2,3,3,3,4,4,4,4,4,2,3,4,3,1,1,3,1,1,2,3,1,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,4,4,4,4,4,5,4,5,4,3,4,4,3,3,3,3,3,3,3,28,m,school,3.5,24,25,36,18,23,49,175,3
4,4,5,4,3,4,4,4,3,3,4,4,5,5,3,4,1,1,3,4,5,5,5,5,5,4,4,4,4,2,3,4,3,2,2,2,2,3,3,2,2,3,4,2,2,0,5,3,4,3,5,3,4,4,2,4,3,2,3,4,3,4,3,3,4,2.1666666666666665,1,2,2,2,3,3,51,m,college,3,38,33,48,24,35,39,217,2.1666666666666665
5,5,0,5,5,5,5,5,5,2,4,5,4,5,5,4,0,1,4,5,5,5,5,1,5,4,5,5,3,4,5,5,5,1,2,2,5,5,0,3,1,0,2,4,2,1,5,5,4,4,5,4,4,3,1,1,1,4,3,4,3,1,4,3,3,0.5,0,0,0,0,1,2,23,f,bachelor,4,42,37,48,24,39,31,221,0.5
2,2,2,4,0,4,1,2,3,2,2,3,2,4,2,2,1,2,1,3,5,2,4,4,5,3,3,3,4,0,2,3,1,2,0,2,1,2,1,2,1,3,3,1,1,0,4,0,3,2,4,0,2,4,2,2,3,3,1,2,4,4,2,0,0,1,0,0,2,1,3,0,34,f,specialist,3,22,21,38,15,20,27,143,1
3,3,3,3,3,3,3,4,3,3,3,2,3,4,2,2,3,2,2,2,3,3,4,3,3,4,5,5,4,4,3,3,3,3,1,2,3,2,2,2,3,4,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.1666666666666665,2,2,2,2,2,3,41,m,college,NA,31,22,40,25,31,36,185,2.1666666666666665
3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,4,3,3,2,3,3,3,3,3,3,1,3,4,3,2,3,3,3,4,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,4,3,3,2.8333333333333335,3,3,3,3,3,2,49,f,college,4.5,28,30,33,27,28,36,182,2.8333333333333335
3,1,3,2,1,2,2,2,3,4,2,2,1,4,1,1,3,2,1,2,4,4,4,1,3,4,4,4,2,4,1,3,3,4,1,2,3,1,2,4,4,4,2,1,2,2,3,1,3,2,3,0,3,2,2,3,1,2,1,0,1,2,0,2,2,1.3333333333333333,1,1,1,2,1,2,76,f,bachelor,4,23,16,34,28,20,18,139,1.3333333333333333
3,4,3,3,2,2,2,4,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,2,2,0,3,4,0,2,2,2,3,2,1,2,2,2,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,3,2,3,2.8333333333333335,3,3,3,3,2,3,30,f,college,2,28,22,27,22,23,28,150,2.8333333333333335
